animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price,region,is_penthouse
,Agenție,1,Individuală,,Lagmar Impex,4.0,Construcţii noi,2.0,,,Deschis,4,10.0,Variantă albă,,,82,Combinat,115000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,3,15.0,,,,56,,87730,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,,2,9.0,Euroreparație,,,40,,84900,Chișinău_Botanica,0
,Agenție,,Individuală,,,7.0,Secundar,1.0,,,Deschis,1,9.0,Euroreparație,,,23,,39500,Chișinău_Râșcani,0
,Agenție,1,Individuală,,Exfactor-grup,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,9.0,Variantă albă,,,51,,95000,Chișinău_Buiucani,0
,Persoană fizică,,Individuală,,Exfactor-grup,11.0,Construcţii noi,1.0,,Apartament cu living,,2,12.0,Variantă albă,,,52,Cărămidă,99500,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,2,10.0,,,,52,,145000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,16.0,Secundar,1.0,,Apartament fără living,Deschis,3,17.0,Euroreparație,,40 m²,40,Combinat,70000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,0.0,,,2,5.0,,0 m²,0 m²,27,,37900,Chișinău_Botanica,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,2,5.0,Euroreparație,,,32,,67900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,13.0,Construcţii noi,1.0,,,Deschis,2,13.0,Variantă albă,,,50,,97500,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Exfactor-grup,7.0,Construcţii noi,2.0,,Apartament cu living,,5,10.0,Euroreparație,,,80,,174900,Chișinău_Buiucani,0
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,11.0,Secundar,1.0,,,Deschis,2,15.0,Reparație cosmetică,,,33,,51900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,2.0,,,,5,9.0,Variantă albă,,,107,,111200,Chișinău_Durlești,0
,Agenție,,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,5.0,Euroreparație,,,100,Cotileț,148000,Chișinău_Ciocana,0
,Agenție,3,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,7.0,Euroreparație,,,74,,157682,Chișinău_Telecentru,0
,Agenție,2,Individuală,,Kirsan,6.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,68,,120000,Chișinău_Botanica,0
,Agenție,,Individuală,,,11.0,Construcţii noi,1.0,,,,2,11.0,Euroreparație,,,49,,90000,Chișinău_Centru,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,,,4,5.0,Reparație cosmetică,,,70,,57600,Bălți_Steluța,0
,Agenție,1,Individuală,,,2.0,Secundar,1.0,,Apartament cu living,,3,5.0,Euroreparație,,,74,,87500,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,6.0,Secundar,1.0,,Apartament cu living,,2,9.0,,,,20,,29800,Chișinău_Râșcani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,16.0,Euroreparație,,,80,,178500,Chișinău_Botanica,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,,Deschis,4,4.0,Reparație cosmetică,,,60,,72900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,2.0,,,,3,12.0,Euroreparație,,,96,,360000,Chișinău_Râșcani,0
,Agenție,,St (Stalinka),,,2.0,Secundar,2.0,,Apartament cu living,Deschis,3,4.0,Euroreparație,,,49,Cotileț,94900,Chișinău_Telecentru,0
,Agenție,2,Individuală,,,4.0,Secundar,1.0,,,Deschis,3,5.0,Are nevoie de reparație,,,38,,64000,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,4.0,Secundar,1.0,,Apartament cu living,,3,4.0,,,,46,,38000,Bălți_6 cartier,0
,Agenție,2,Individuală,,,4.0,Construcţii noi,1.0,,,,4,9.0,,,,122,,199900,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,4.0,Variantă albă,24 m²,86 m²,86,Combinat,83900,Chișinău_Buiucani,0
Se acceptă animale,Agenție,,Individuală,Se acceptă copii,Braus Imobiliare,6.0,Construcţii noi,1.0,0.03,Apartament cu living,,2,10.0,Variantă albă,,,48,Combinat,67860,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Secundar,1.0,,,,4,9.0,,,,87,,89500,Bălți_BAM,0
,Agenție,1,Individuală,,,2.0,Secundar,2.0,0.0,,,3,4.0,Euroreparație,0 m²,0 m²,92,,215000,Chișinău_Centru,0
,Agenție,1,Individuală,,,9.0,Secundar,1.0,,Apartament cu living,,3,9.0,Euroreparație,,,55,,104900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,4.0,Construcţii noi,1.0,0.0,,,2,9.0,,0 m²,0 m²,47,,99900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Lagmar Impex,6.0,Construcţii noi,1.0,,,Deschis,2,9.0,Construcție nefinisată,,,44,Cărămidă,61500,Chișinău_Poșta Veche,0
,Persoană fizică,,Individuală,,Inamstro,2.0,Construcţii noi,1.0,,Apartament cu living,,3,6.0,,,,90,,304000,Chișinău_Telecentru,0
,Agenție,1,Individuală,,Exfactor-grup,5.0,Construcţii noi,2.0,,,Deschis,3,12.0,Euroreparație,,,103,Cărămidă,199900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,2,Individuală,,Exfactor-grup,3.0,Construcţii noi,2.0,,Apartament cu living,Subterană,4,9.0,Variantă albă,,,84,Cărămidă,104000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,13.0,,,,70,,185000,Chișinău_Centru,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,65,,134900,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Deschis,4,7.0,Variantă albă,,,75,,94336,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,3.0,Construcţii noi,2.0,0.03,Apartament cu living,Deschis,4,9.0,Euroreparație,,,96,Cotileț,164000,Chișinău_Botanica,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,,3,11.0,,,,58,,95000,Codru_Centru,0
,Agenție,1,Individuală,,Lagmar Impex,12.0,Construcţii noi,2.0,,Apartament cu living,Subterană,4,14.0,Variantă albă,,,76,Cărămidă,155000,Chișinău_Centru,0
,Agenție,2,Individuală,,,11.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,11.0,Euroreparație,,,193,,117000,Tiraspol_Centru,0
,Agenție,Nu,St (Stalinka),,,1.0,Secundar,2.0,,,Deschis,3,3.0,Reparație cosmetică,,,50,Cotileț,65000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,9.0,Secundar,2.0,,,,3,9.0,Euroreparație,,,76,,93000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,9.0,,0 m²,91 m²,91,,202000,Chișinău_Centru,0
,Agenție,2,Individuală,,,5.0,Secundar,2.0,,Apartament fără living,Deschis,4,5.0,Euroreparație,,,87,,139500,Chișinău_Râșcani,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,4,9.0,,,,84,Cărămidă,106650,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,1.0,Construcţii noi,1.0,0.0,,Deschis,3,10.0,Euroreparație,,,68,,124500,Chișinău_Botanica,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,,1,6.0,Euroreparație,,,24,,38900,Chișinău_Buiucani,0
,Agenție,,Individuală,,,15.0,Construcţii noi,2.0,,,,3,18.0,Variantă albă,,,100,Cărămidă,160000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,8.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,12.0,Euroreparație,,,40,,67500,Chișinău_Botanica,0
Se acceptă animale,Agenție,2,St (Stalinka),Se acceptă copii,,3.0,Secundar,1.0,3.0,Apartament fără living,Deschis,5,4.0,Euroreparație,7 m²,90 m²,90,Cotileț,119900,Chișinău_Râșcani,0
,Dezvoltator imobiliar,3,Individuală,,,3.0,Secundar,2.0,2.7,Apartament cu living,Deschis,4,9.0,Are nevoie de reparație,10 m²,55 m²,75,Combinat,89500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,100,,268000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,12.0,Construcţii noi,1.0,,,,1,16.0,,,,28,,64000,Chișinău_Ciocana,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,12.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,13.0,Variantă albă,,,57,,110000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,13.0,Construcţii noi,1.0,0.0,,Deschis,2,14.0,Variantă albă,,,62,,87430,Chișinău_Botanica,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,2,9.0,,,,49,Cărămidă,67000,Chișinău_Botanica,0
,Agenție,3,143,,,9.0,Secundar,2.0,,,Deschis,4,9.0,Reparație cosmetică,,,77,Panou,92000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,3.0,,,,78,,114900,Chișinău_Durlești,0
,Dezvoltator imobiliar,,Individuală,,,10.0,Construcţii noi,2.0,,,,4,10.0,Variantă albă,,,87,Combinat,99750,Chișinău_Durlești,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,9.0,Variantă albă,,,46,Cărămidă,64400,Chișinău_Râșcani,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,0.0,,,4,11.0,Euroreparație,0 m²,0 m²,72,,164900,Chișinău_Ciocana,0
,Dezvoltator imobiliar,Nu,Individuală,,,6.0,Secundar,1.0,2.7,Apartament fără living,Deschis,2,9.0,Euroreparație,6 m²,15 m²,24,Combinat,42500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,12.0,Construcţii noi,2.0,0.0,Apartament cu living,,3,15.0,Euroreparație,0 m²,0 m²,146,,340000,Chișinău_Centru,0
,Agenție,Nu,Individuală,,,4.0,Construcţii noi,2.0,,,Deschis,3,7.0,Construcție nefinisată,,,63,Beton celular,92100,Codru_Periferie,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,0.0,,,4,1.0,Reparație cosmetică,0 m²,42 m²,42,,64900,Chișinău_Centru,0
,Agenție,1,Individuală,,,8.0,Secundar,2.0,,Apartament cu living,Deschis,2,9.0,,,,40,,85000,Chișinău_Ciocana,0
,Agenție,1,Cămin familial,,,6.0,Secundar,1.0,,,Deschis,2,7.0,Reparație cosmetică,,,31,Cotileț,53000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,,15.0,Construcţii noi,2.0,0.03,Apartament cu living,,3,17.0,Euroreparație,,,82,Combinat,250000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,,,5,14.0,,,,92,,112301,Chișinău_Râșcani,0
,Persoană fizică,,Individuală,,,2.0,Construcţii noi,1.0,,,,2,10.0,Fără reparație,,,48,,106480,Chișinău_Râșcani,0
,Agenție,,Individuală,,Inamstro,6.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,,70,,165000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,8.0,Secundar,1.0,,,,4,9.0,,,,68,,92000,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,3,5.0,Euroreparație,,,45,,94900,Chișinău_Centru,0
,Persoană fizică,Nu,Individuală,,Lagmar Impex,12.0,Construcţii noi,2.0,2.7,Apartament cu living,Subterană,4,14.0,,15 m²,,65,Monolit,197000,Chișinău_Centru,0
,Dezvoltator imobiliar,2,Individuală,,Exfactor-grup,3.0,Construcţii noi,2.0,2.75,Apartament cu living,Subterană,4,9.0,Variantă albă,,,84,Cărămidă,104000,Chișinău_Botanica,0
,Persoană fizică,2,143,,Consam,5.0,Secundar,1.0,2.8,Apartament fără living,Deschis,3,5.0,Variantă sură,12 m²,28 m²,54,Cotileț,37000,Comrat_Centru,0
,Agenție,,Individuală,,Lagmar Impex,2.0,Construcţii noi,1.0,,,,3,16.0,,,,70,,87500,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,3,8.0,Variantă albă,,,67,,80160,Chișinău_Durlești,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,2.0,,,Subterană,3,4.0,Variantă albă,16 m²,120 m²,116,Cărămidă,349900,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,2.5,Apartament fără living,Deschis,3,2.0,Euroreparație,,40 m²,40,Cotileț,62000,Chișinău_Botanica,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,11.0,Euroreparație,,,62,,129900,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,,9.0,Secundar,2.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,59,,88102,Chișinău_Botanica,0
,Agenție,2,Individuală,,,4.0,Secundar,3.0,,,Deschis,5,5.0,Euroreparație,,,102,Cotileț,255000,Chișinău_Centru,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,6.0,Euroreparație,,,70,,133900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,10.0,Construcţii noi,3.0,,,Deschis,5,10.0,Design individual,,,358,,689000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,,4,14.0,Euroreparație,,,91,,245000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,,4,5.0,Euroreparație,,,82,,119000,Chișinău_Râșcani,0
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,15.0,Euroreparație,,,42,,110000,Chișinău_Botanica,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,,,,60,,112900,Chișinău_Botanica,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,,4,10.0,Variantă albă,,80 m²,80,Monolit,92000,Ghidighici_Centru,0
,Agenție,,Individuală,,,5.0,Construcţii noi,2.0,,,Deschis,3,5.0,Variantă albă,,120 m²,150,Cărămidă,199000,Chișinău_Telecentru,0
,Agenție,2,Individuală,,,4.0,Secundar,2.0,0.0,,,5,16.0,Reparație cosmetică,0 m²,0 m²,85,,155000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,5.0,Secundar,2.0,,,,3,5.0,,,,51,,28500,Bălți_Centru,0
,Agenție,,Individuală,,,8.0,Secundar,2.0,,,,3,9.0,Euroreparație,,,56,,95000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,,,3,9.0,Euroreparație,,,57,,191900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,3,5.0,,,,54,,97900,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,,,Deschis,4,5.0,Euroreparație,,108 m²,108,Cotileț,149000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Estate Invest Company,5.0,Construcţii noi,1.0,,,Deschis,2,9.0,Construcție nefinisată,,,57,Cărămidă,77400,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,,,3,5.0,,,,44,,84000,Chișinău_Telecentru,0
,Persoană fizică,3,135,,,9.0,Secundar,2.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,57,,97500,Chișinău_Buiucani,0
,Agenție,,Individuală,,,9.0,Construcţii noi,2.0,,,,3,13.0,Euroreparație,,,75,,179000,Chișinău_Ciocana,0
,Persoană fizică,2,Varț (Varnițkaia),,,9.0,Secundar,2.0,,Apartament fără living,Deschis,3,10.0,Reparație cosmetică,,,57,Panou,79750,Chișinău_Buiucani,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,,4,5.0,,,,65,,45900,Bălți_BAM,0
Cu acordul stăpânului,Agenție,2,Individuală,Cu acordul stăpânului,,14.0,Construcţii noi,1.0,,,Deschis,4,14.0,Euroreparație,,,86,,278000,Chișinău_Centru,0
,Persoană fizică,1,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,9.0,Variantă albă,,,55,Beton,75000,Chișinău_Durlești,0
,Agenție,1,Individuală,,,13.0,Construcţii noi,2.0,,,,3,15.0,Variantă albă,,,65,,102880,Chișinău_Râșcani,0
,Agenție,,Individuală,,,1.0,Secundar,2.0,,Apartament cu living,,3,5.0,Euroreparație,,,50,,94900,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,1.0,Secundar,1.0,,,,3,2.0,Fără reparație,,,67,,31000,Căușeni_Centru,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,4,1.0,Reparație cosmetică,,,42,,64900,Chișinău_Centru,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,71,,188000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,2,Individuală,,,15.0,Secundar,2.0,,,Deschis,4,17.0,Reparație cosmetică,,,80,,88500,Chișinău_Botanica,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,,2,12.0,,,,43,,169900,Chișinău_Centru,0
,Persoană fizică,1,Individuală,,Solomon Construct Imobil,6.0,Construcţii noi,2.0,,,Subterană,3,12.0,Construcție nefinisată,,,73,Cărămidă,102794,Chișinău_Botanica,0
Se acceptă animale,Persoană fizică,1,Individuală,Se acceptă copii,Volare Tur,6.0,Construcţii noi,1.0,2.8,Apartament cu living,Subterană,3,9.0,Euroreparație,17 m²,70 m²,70,Combinat,159000,Chișinău_Centru,0
,Agenție,1,Individuală,,,13.0,Construcţii noi,1.0,,,,3,14.0,Euroreparație,,,65,,165900,Chișinău_Botanica,0
,Persoană fizică,Nu,Individuală,,Estate Invest Company,7.0,Construcţii noi,1.0,,Apartament cu living,,2,9.0,Euroreparație,18 m²,50 m²,50,Combinat,112500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,7.0,,,,59,,73160,Chișinău_Buiucani,0
,Persoană fizică,1,143,,,7.0,Secundar,1.0,,Apartament cu living,Deschis,2,9.0,Euroreparație,,,37,Panou,92900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,,,3,5.0,,,,50,Cotileț,76900,Chișinău_Telecentru,0
,Dezvoltator imobiliar,3,Individuală,,,1.0,Construcţii noi,2.0,,Apartament cu living,,4,5.0,Variantă albă,,,88,,169989,Chișinău_Botanica,0
,Agenție,2,Individuală,,,7.0,Construcţii noi,2.0,2.8,Apartament fără living,Sub acoperiș,4,10.0,Variantă albă,12 m²,56 m²,82,Combinat,107000,Chișinău_Ciocana,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,1.0,Secundar,1.0,,,Deschis,3,5.0,Euroreparație,,,65,,99900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,,,,3,5.0,Euroreparație,,,70,,225000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,Sky House,13.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,18.0,Variantă albă,,,43,Cărămidă,67392,Chișinău_Botanica,0
Fără animale,Dezvoltator imobiliar,Nu,Individuală,Cu acordul stăpânului,,8.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,68,,170000,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,1.0,Secundar,1.0,,,,3,5.0,,,,65,,115000,Chișinău_Botanica,0
,Agenție,,Individuală,,,6.0,Secundar,1.0,,Apartament cu living,,3,7.0,,,,75,,117900,Chișinău_Botanica,0
,Agenție,,Individuală,,Lagmar Impex,10.0,Construcţii noi,1.0,,Apartament cu living,,3,15.0,Euroreparație,,,70,,185000,Chișinău_Centru,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,2.0,,,,3,14.0,Euroreparație,,,78,,245000,Chișinău_Centru,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,3,5.0,Variantă albă,,,128,,139900,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Variantă albă,,,56,,72800,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,,3,11.0,Euroreparație,,,70,,125000,Chișinău_Ciocana,0
,Persoană fizică,,Individuală,,Dansicons,9.0,Construcţii noi,2.0,2.75,Apartament cu living,Deschis,4,10.0,Euroreparație,,,95,,219000,Chișinău_Râșcani,0
,Persoană fizică,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,2,11.0,Euroreparație,,,44,Combinat,86500,Chișinău_Poșta Veche,0
,Persoană fizică,,Individuală,,Metropolis City,7.0,Construcţii noi,1.0,,,,2,10.0,Variantă albă,,32 m²,32,Beton,37999,Chișinău_Botanica,0
,Agenție,1,Individuală,,Horus,5.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,3,16.0,Euroreparație,0 m²,0 m²,75,,175900,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,1.0,Secundar,2.0,,,Deschis,4,14.0,Reparație cosmetică,,,75,Monolit,79500,Bălți_9 cartier,0
,Dezvoltator imobiliar,1,Individuală,,Reconscivil,7.0,Construcţii noi,2.0,,,,3,8.0,Design individual,,,72,Cotileț,158000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,9.0,Secundar,1.0,,,,2,9.0,,,,15,,24900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,1.0,,,Subterană,2,21.0,Euroreparație,,36 m²,36,,98800,Chișinău_Ciocana,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,3,2.0,Euroreparație,,,46,,86000,Chișinău_Centru,0
,Agenție,1,Individuală,,Reconscivil,6.0,Construcţii noi,2.0,,,Subterană,4,10.0,Euroreparație,12 m²,44 m²,117,,236000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,,Deschis,2,12.0,Euroreparație,,,19,,36500,Chișinău_Botanica,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,2,9.0,Variantă albă,,,49,Cărămidă,67500,Chișinău_Botanica,0
,Persoană fizică,1,Individuală,,Lagmar Impex,7.0,Construcţii noi,1.0,0.3,Apartament cu living,,2,9.0,Variantă albă,,,53,Cărămidă,145900,Chișinău_Centru,0
,Agenție,3,Individuală,,,1.0,Secundar,2.0,,,Deschis,5,9.0,Euroreparație,,,87,,100000,Bălți_BAM,0
,Agenție,1,Brj (Brejnevka),,,1.0,Secundar,1.0,2.65,,Deschis,4,5.0,Reparație cosmetică,,47 m²,59,Monolit,74900,Chișinău_Botanica,0
,Agenție,2,Individuală,,,6.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,9.0,Variantă albă,,,82,,106900,Chișinău_Ciocana,0
,Persoană fizică,1,Varț (Varnițkaia),,,7.0,Secundar,2.0,,,,3,9.0,Reparație cosmetică,,,55,,88900,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,1.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,4,3.0,Euroreparație,0 m²,0 m²,85,,180000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,2.0,,Apartament cu living,,4,5.0,Euroreparație,,,130,,325000,Chișinău_Telecentru,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,46,,118000,Chișinău_Buiucani,0
,Agenție,2,143,,,6.0,Secundar,2.0,,Apartament cu living,,4,9.0,Reparație cosmetică,12 m²,45 m²,72,,94900,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,Sky House,4.0,Construcţii noi,1.0,,,Subterană,2,9.0,Variantă albă,,,31,,46500,Comrat_Centru,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,0.0,,Deschis,2,14.0,Euroreparație,0 m²,0 m²,60,,120000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,7.0,Construcţii noi,2.0,,Apartament fără living,Deschis,3,13.0,Euroreparație,,,66,,125500,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,2.0,,,Deschis,4,11.0,Variantă albă,,,96,,121500,Chișinău_Centru,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,9.0,Variantă albă,,,81,,133650,Chișinău_Centru,0
,Persoană fizică,2,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,9.0,Euroreparație,,,80,,169000,Chișinău_Botanica,0
,Agenție,,Individuală,,,9.0,Construcţii noi,2.0,,Apartament cu living,,3,14.0,Euroreparație,,,81,,245000,Chișinău_Telecentru,0
,Agenție,,Ms (serie  moldovenească),,,6.0,Secundar,1.0,,,,3,9.0,Euroreparație,,,50,,115900,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Exfactor-grup,3.0,Construcţii noi,2.0,,Apartament cu living,,4,9.0,Euroreparație,,,72,,155000,Chișinău_Buiucani,0
