animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price,region,is_penthouse
,Persoană fizică,1,Individuală,,Eldorado Terra,11.0,Construcţii noi,1.0,2.6,,Deschis,2,12.0,Euroreparație,12 m²,53 m²,62,,105000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,2,Individuală,,Exfactor-grup,3.0,Construcţii noi,1.0,2.75,Apartament cu living,Subterană,3,9.0,Variantă albă,,,67,,89100,Chișinău_Botanica,0
,Persoană fizică,1,143,,,1.0,Secundar,1.0,,,,3,10.0,Euroreparație,,56 m²,56,,98500,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,6.0,Secundar,1.0,,,,2,10.0,,,,40,,84900,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,5.0,Construcţii noi,1.0,,,Deschis,3,11.0,Variantă albă,,,64,Cotileț,69000,Chișinău_Durlești,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,0.03,Apartament cu living,,2,5.0,Variantă albă,,,55,Combinat,61200,Chișinău_Buiucani,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,4,5.0,,,,74,Cotileț,93500,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,Basconslux,8.0,Construcţii noi,2.0,,,Subterană,3,10.0,Euroreparație,,,120,Beton celular,187000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,6.0,Construcţii noi,1.0,,,,3,11.0,,,,63,,119800,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,2.0,2.75,,Subterană,4,10.0,Euroreparație,0 m²,0 m²,107,Cotileț,166000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,4,15.0,,,,81,,244900,Chișinău_Centru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,9.0,Variantă albă,,,56,,56000,Strășeni_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,4.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,45,,122500,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,,3,4.0,Euroreparație,,,47,,89500,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,13.0,Construcţii noi,1.0,,,Sub acoperiș,2,16.0,Euroreparație,,,53,,120000,Chișinău_Centru,0
,Agenție,1,Individuală,,Reconscivil,13.0,Construcţii noi,1.0,,,Deschis,3,14.0,Euroreparație,,,64,Cărămidă,165900,Chișinău_Botanica,0
,Agenție,2,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,Deschis,5,10.0,Variantă albă,,,280,,395000,Chișinău_Râșcani,1
,Agenție,2,Individuală,,Exfactor-grup,7.0,Construcţii noi,2.0,,,Subterană,2,10.0,Variantă albă,,,50,Combinat,71500,Chișinău_Botanica,0
,Agenție,,Individuală,,,2.0,Construcţii noi,2.0,,,,3,10.0,Variantă albă,,,89,,146850,Chișinău_Buiucani,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,,,3,9.0,Variantă albă,,,73,,73000,Ungheni_Centru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,54,,134900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,Garaj,4,9.0,Euroreparație,,,71,,147000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,4.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,18,Cotileț,32900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,2,15.0,Variantă albă,,,53,Beton celular,114900,Chișinău_Râșcani,0
,Persoană fizică,1,Individuală,,,1.0,Construcţii noi,2.0,0.0,Apartament cu living,Garaj,3,5.0,Euroreparație,0 m²,85 m²,85,Cotileț,149000,Chișinău_Telecentru,0
,Agenție,,Individuală,,Braus Imobiliare,20.0,Construcţii noi,2.0,,Apartament cu living,Deschis,5,21.0,Variantă albă,,95 m²,95,Combinat,153000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Exfactor-grup,9.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,4,15.0,,0 m²,0 m²,91,Cărămidă,245000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,4.0,Secundar,1.0,,,,3,5.0,Euroreparație,,,53,,84950,Chișinău_Râșcani,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,7.0,Construcţii noi,2.0,,,Deschis,4,9.0,Euroreparație,,,96,,81242,Chișinău_Durlești,0
,Persoană fizică,,Individuală,,Exfactor-grup,8.0,Construcţii noi,2.0,,,Subterană,3,14.0,Euroreparație,,69 m²,69,Cărămidă,169000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,,5.0,Construcţii noi,1.0,2.75,Apartament cu living,,2,16.0,Euroreparație,15 m²,,50,Monolit,105000,Chișinău_Botanica,0
,Agenție,,Rubaşka,,,4.0,Secundar,1.0,,Apartament cu living,,2,5.0,Euroreparație,,,47,Cotileț,82500,Chișinău_Telecentru,0
,Persoană fizică,3,Individuală,,,15.0,Construcţii noi,1.0,,,,3,16.0,Euroreparație,15 m²,48 m²,83,,119000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,,,4,10.0,Euroreparație,,,121,,239000,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,,2,9.0,Variantă albă,,,54,,68113,Chișinău_Buiucani,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,42,,98500,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,4.0,Construcţii noi,2.0,,,,3,12.0,Variantă albă,,,82,,141900,Chișinău_Buiucani,0
,Agenție,2,Individuală,,Braus Imobiliare,2.0,Construcţii noi,1.0,,,Deschis,2,10.0,Construcție nefinisată,,,52,Cărămidă,67900,Chișinău_Telecentru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,6.0,,,,75,Cotileț,93750,Cricova_Centru,0
,Persoană fizică,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,3,2.0,,,,67,,115000,Chișinău_Buiucani,0
,Agenție,1,143,,Astercon,9.0,Construcţii noi,2.0,26.0,Apartament cu living,Deschis,3,10.0,Variantă albă,12 m²,72 m²,72,Cărămidă,55400,Ungheni_Centru,0
,Agenție,,Individuală,,Dansicons,9.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,10.0,Euroreparație,,,95,,218900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,1.0,0.0,,Deschis,2,12.0,Variantă albă,0 m²,0 m²,43,,86000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,0.0,,,3,4.0,Variantă albă,0 m²,0 m²,56,,137935,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,1.0,Secundar,2.0,0.0,Apartament cu living,,4,16.0,Euroreparație,0 m²,0 m²,78,Cotileț,145000,Chișinău_Botanica,0
,Agenție,2,Individuală,,,10.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,12.0,Euroreparație,,,62,,159500,Chișinău_Râșcani,0
,Agenție,,Individuală,,Exfactor-grup,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,74,,179900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,1.0,Secundar,2.0,,Apartament cu living,Deschis,4,16.0,Euroreparație,,,79,,145000,Chișinău_Botanica,0
,Agenție,1,Individuală,,Eldorado Terra,11.0,Construcţii noi,1.0,0.03,Apartament cu living,Deschis,3,17.0,Euroreparație,0 m²,0 m²,82,,219900,Chișinău_Râșcani,0
,Agenție,,Individuală,,,7.0,Secundar,1.0,0.0,,,3,7.0,,0 m²,0 m²,46,,69000,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,10.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,10.0,Variantă albă,,,127,,148000,Chișinău_Telecentru,0
,Agenție,1,Ms (serie  moldovenească),,,7.0,Secundar,2.0,0.0,,,3,9.0,,0 m²,0 m²,55,Monolit,79900,Chișinău_Ciocana,0
Cu acordul stăpânului,Agenție,,Individuală,Cu acordul stăpânului,,5.0,Secundar,1.0,,,Deschis,2,5.0,Euroreparație,,,22,,34900,Chișinău_Telecentru,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,,,Subterană,4,6.0,Variantă albă,,,85,Cărămidă,71000,Orhei_Centru,0
,Dezvoltator imobiliar,,Individuală,,,7.0,Construcţii noi,1.0,,,,3,10.0,,,,67,,90400,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Secundar,2.0,,,Deschis,4,11.0,Reparație cosmetică,,,67,Cotileț,97000,Chișinău_Poșta Veche,0
,Persoană fizică,1,Individuală,,,3.0,Secundar,1.0,,,,4,5.0,Reparație cosmetică,,,61,,23000,Rîbnița_Centru,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,2.0,,,Subterană,3,12.0,Variantă albă,,,69,,94530,Chișinău_Botanica,0
,Agenție,,Individuală,,,10.0,Construcţii noi,1.0,0.0,,,2,10.0,,0 m²,0 m²,37,Cărămidă,48100,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,9.0,,0 m²,0 m²,70,,170000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Inamstro,2.0,Construcţii noi,1.0,,,Deschis,3,10.0,Variantă albă,,,54,,93900,Chișinău_Ciocana,0
,Agenție,2,135,,,6.0,Secundar,2.0,0.0,,Deschis,5,9.0,Reparație cosmetică,0 m²,0 m²,85,Panou,102000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,Solomon Construct Imobil,5.0,Construcţii noi,1.0,,,,4,12.0,,,,116,,151960,Chișinău_Botanica,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,2,11.0,,,,43,,98000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Garaj,4,5.0,Variantă albă,,,66,,62700,Codru_Centru,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,,60,,235000,Chișinău_Centru,0
,Agenție,,Individuală,,,2.0,Construcţii noi,2.0,0.0,,Subterană,3,9.0,Variantă albă,0 m²,61 m²,61,,71300,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,2.0,Secundar,1.0,2.7,,Deschis,4,2.0,Euroreparație,12 m²,68 m²,70,Cotileț,65000,Tiraspol_Borodinka,0
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,,4.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,9.0,Variantă albă,,,72,,108150,Chișinău_Durlești,0
,Agenție,1,Individuală,,,18.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,3,25.0,Euroreparație,,,70,,149900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,9.0,Construcţii noi,2.0,,,,4,9.0,Euroreparație,,,102,,189900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,6.0,Secundar,2.0,,,Sub acoperiș,3,6.0,Reparație cosmetică,,,75,Cotileț,75000,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,4,3.0,Euroreparație,,,150,,184900,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament fără living,,4,10.0,Reparație cosmetică,,,80,,139999,Chișinău_Centru,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,2.0,,,,3,9.0,Variantă albă,,,57,,71250,Chișinău_Telecentru,0
,Agenție,2,Individuală,,,2.0,Secundar,2.0,,,,3,9.0,Euroreparație,,,51,Monolit,125000,Chișinău_Botanica,0
,Agenție,2,Individuală,,,2.0,Secundar,1.0,2.8,Apartament cu living,Deschis,3,5.0,Euroreparație,20 m²,65 m²,75,Cotileț,95000,Chișinău_Botanica,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,Apartament cu living,,4,5.0,Reparație cosmetică,,,70,Cotileț,75500,Chișinău_Buiucani,0
,Dezvoltator imobiliar,2,Rubaşka,,,1.0,Secundar,1.0,2.5,,,3,5.0,Fără reparație,9 m²,47 m²,49,Cotileț,25000,Fălești_Centru,0
,Agenție,,Individuală,,,14.0,Construcţii noi,1.0,,,,3,17.0,,,,41,,82900,Chișinău_Botanica,0
Se acceptă animale,Dezvoltator imobiliar,2,Individuală,Se acceptă copii,,5.0,Construcţii noi,2.0,,Apartament cu living,Subterană,4,13.0,Variantă albă,,,83,,128805,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,Inamstro,5.0,Construcţii noi,1.0,3.4,,,2,8.0,Variantă albă,,,49,,172000,Chișinău_Centru,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,1.0,,,Deschis,4,11.0,Euroreparație,,,100,Combinat,149900,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,2,10.0,Variantă albă,,,39,Combinat,51000,Chișinău_Râșcani,0
,Agenție,Nu,St (Stalinka),,,4.0,Secundar,2.0,,,Sub acoperiș,3,5.0,Euroreparație,,,53,,125000,Chișinău_Centru,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,,,,70,,125000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,15.0,Euroreparație,,,70,,149000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Secundar,1.0,2.8,Apartament cu living,Deschis,2,10.0,Euroreparație,10 m²,18 m²,35,Beton,64500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,,80,Cotileț,175000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,1.0,2.9,,Subterană,3,4.0,Variantă albă,,,73,,72440,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,,,,2,9.0,,,,43,,94900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,2,11.0,Variantă albă,,,43,Cotileț,46000,Chișinău_Durlești,0
,Persoană fizică,,Individuală,,,4.0,Secundar,1.0,0.0,,,1,5.0,Design individual,0 m²,0 m²,18,,29900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,Lagmar Impex,2.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,9.0,,0 m²,0 m²,71,,89162,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,Deschis,2,1.0,Euroreparație,,,36,,60000,Chișinău_Centru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,0.0,,,3,5.0,,0 m²,0 m²,99,,100001,Bălți_5 cartier,0
,Persoană fizică,,Individuală,,,1.0,Secundar,2.0,,,,5,2.0,Euroreparație,,,120,Cotileț,115000,Vatra_Centru,0
,Agenție,,Individuală,,,1.0,Construcţii noi,1.0,,,,3,12.0,,,,75,,255000,Chișinău_Sculeni,0
,Agenție,1,Individuală,,Orizont Construct,5.0,Construcţii noi,2.0,,,Deschis,3,11.0,Euroreparație,,,70,Cotileț,133000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,40,,67900,Chișinău_Telecentru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,2,4.0,,,,46,,85000,Chișinău_Botanica,0
,Agenție,,Individuală,,,2.0,Secundar,1.0,,,,3,10.0,,,,65,,124900,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,Inamstro,8.0,Construcţii noi,1.0,,,Deschis,2,11.0,Euroreparație,,,49,Cărămidă,128000,Chișinău_Buiucani,0
,Persoană fizică,,Individuală,,,7.0,Secundar,1.0,,,,3,9.0,Euroreparație,,,54,,90000,Chișinău_Buiucani,0
,Agenție,1,Cş (Ceşka),,,5.0,Secundar,2.0,,,Deschis,2,5.0,Variantă albă,,,35,Cotileț,49900,Chișinău_Râșcani,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,Deschis,3,5.0,,,,48,,45000,Bălți_Centru,0
,Persoană fizică,1,Individuală,,Exfactor-grup,12.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,13.0,Euroreparație,,,87,Combinat,178000,Chișinău_Botanica,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,Deschis,2,3.0,Reparație cosmetică,,,25,Cotileț,39900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,,,,2,8.0,,,,45,,62550,Chișinău_Telecentru,0
,Agenție,,135,,,6.0,Secundar,2.0,,,Deschis,4,9.0,Reparație cosmetică,,,62,,105000,Chișinău_Râșcani,0
,Persoană fizică,,Individuală,,,3.0,Construcţii noi,1.0,,,,2,8.0,,,,42,,54999,Chișinău_Durlești,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Secundar,1.0,,,,4,10.0,,,,70,,87000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,11.0,Variantă albă,,,62,,62000,Chișinău_Durlești,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,,,,3,4.0,Design individual,,,40,,91000,Chișinău_Centru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,6.0,,,,50,,41500,Chișinău_Telecentru,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,,,Subterană,5,9.0,Euroreparație,,,358,,689000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,Lagmar Impex,6.0,Construcţii noi,1.0,,,,3,12.0,,,,58,,165000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,Deschis,2,5.0,Euroreparație,,,33,,73900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,,Subterană,2,9.0,Variantă albă,,,48,Beton celular,63750,Chișinău_Telecentru,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,1.0,,Apartament fără living,Deschis,2,5.0,Variantă albă,,,45,,81500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Variantă sură,,,63,Combinat,75000,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,15.0,Construcţii noi,1.0,,,,2,19.0,,,,35,,71900,Chișinău_Ciocana,0
Se acceptă animale,Dezvoltator imobiliar,,Individuală,Se acceptă copii,,1.0,Secundar,1.0,,,,3,3.0,,,,78,,59000,Chișinău_Telecentru,0
,Agenție,,Individuală,,,16.0,Secundar,1.0,,,,3,17.0,,,,40,,74000,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,,2.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,22,,32900,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,8.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,12.0,Euroreparație,,88 m²,88,Cărămidă,154000,Chișinău_Telecentru,0
,Agenție,1,Varț (Varnițkaia),,,6.0,Secundar,2.0,,,Deschis,2,9.0,Euroreparație,,,35,,68900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,1.0,Secundar,1.0,,,Deschis,3,9.0,Euroreparație,,,54,,82000,Chișinău_Ciocana,0
Cu acordul stăpânului,Agenție,1,Individuală,Cu acordul stăpânului,,8.0,Construcţii noi,1.0,,,Deschis,2,13.0,Euroreparație,,,49,,116500,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,8.0,Construcţii noi,2.0,,,Deschis,5,9.0,Euroreparație,,,173,Beton celular,620000,Chișinău_Centru,0
,Agenție,,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,9.0,Euroreparație,,,88,,250000,Chișinău_Ciocana,0
,Persoană fizică,,Individuală,,,6.0,Construcţii noi,1.0,,,,4,12.0,,,,74,,130000,Bubuieci_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,12.0,Construcţii noi,1.0,3.0,Apartament cu living,Subterană,2,12.0,Design individual,,50 m²,50,Cărămidă,147900,Chișinău_Ciocana,0
,Dezvoltator imobiliar,2,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,5.0,,,,47,,35250,Bălți_Molodova,0
,Dezvoltator imobiliar,,Individuală,,Solomon Construct Imobil,11.0,Construcţii noi,1.0,,,,4,11.0,Variantă albă,,,124,,190000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,2.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,,52,,110000,Chișinău_Botanica,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,,Deschis,4,5.0,,,,45,,95000,Chișinău_Telecentru,0
,Agenție,1,Hruşciovka,,,3.0,Secundar,1.0,,,Deschis,3,5.0,Euroreparație,,,59,Panou,105900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,2.0,,,Subterană,4,12.0,Variantă albă,,,100,,131000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,,,4,9.0,Variantă albă,,,87,,154800,Chișinău_Buiucani,0
,Persoană fizică,1,Individuală,,,1.0,Secundar,2.0,2.7,,Deschis,4,5.0,Reparație cosmetică,15 m²,,70,,64000,Orhei_Centru,0
,Agenție,Nu,Cămin familial,,,5.0,Secundar,1.0,,,Deschis,2,5.0,Reparație cosmetică,,,29,Cotileț,41500,Chișinău_Ciocana,0
,Agenție,,Individuală,,Basconslux,10.0,Construcţii noi,1.0,,Apartament cu living,,4,10.0,Euroreparație,,,64,,146900,Chișinău_Telecentru,0
,Persoană fizică,,Individuală,,Lagmar Impex,9.0,Construcţii noi,1.0,,,,2,15.0,,,,47,,63000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,4,9.0,,,,93,,215000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,2.0,0.0,,,3,12.0,Euroreparație,0 m²,0 m²,67,,87900,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,,Individuală,,,6.0,Construcţii noi,1.0,,,,3,6.0,Euroreparație,,,54,,84000,Chișinău_Râșcani,0
,Persoană fizică,,Individuală,,Inamstro,7.0,Construcţii noi,1.0,3.0,Apartament cu living,,3,10.0,Variantă albă,,70 m²,70,Cărămidă,209900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Secundar,1.0,,,,4,10.0,,,,74,,119000,Chișinău_Ciocana,0
,Persoană fizică,1,Hruşciovka,,,4.0,Secundar,1.0,,,Deschis,5,5.0,Fără reparație,7 m²,45 m²,60,Cotileț,40000,Dubăsari_Centru,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,,Deschis,3,5.0,,,,45,,37500,Bălți_BAM,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,3,5.0,Reparație cosmetică,,,42,Cotileț,72000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,1,Individuală,,Inamstro,1.0,Construcţii noi,1.0,30.0,Apartament cu living,Deschis,4,7.0,Euroreparație,,,97,Cărămidă,279900,Chișinău_Buiucani,0
,Agenție,2,143,,,1.0,Secundar,2.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,71,,104900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,3.0,,,,5,3.0,Variantă albă,,,268,,670000,Chișinău_Centru,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,20,,40000,Chișinău_Botanica,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,,3,3.0,Euroreparație,,,54,Cotileț,200000,Chișinău_Centru,0
,Agenție,1,143,,,6.0,Secundar,2.0,,,Deschis,3,10.0,Reparație cosmetică,,,57,,89000,Chișinău_Ciocana,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,6.0,Euroreparație,,,45,Combinat,73900,Chișinău_Durlești,0
,Agenție,1,Individuală,,,11.0,Construcţii noi,1.0,,,,2,12.0,,,,52,,105000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,Lagmar Impex,6.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,15.0,Variantă albă,,,69,Combinat,93150,Chișinău_Râșcani,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,,,,4,7.0,,,,99,,120000,Chișinău_Durlești,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,,Deschis,2,17.0,Reparație cosmetică,,,39,,62000,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,,,3,5.0,,,,40,,16000,Cupcini_Centru,0
,Dezvoltator imobiliar,2,Individuală,,Lagmar Impex,14.0,Construcţii noi,1.0,,Apartament fără living,,3,16.0,Variantă albă,,,60,Cărămidă,84000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,4.0,Construcţii noi,2.0,0.0,Apartament cu living,,4,9.0,Variantă albă,0 m²,0 m²,88,,94160,Chișinău_Telecentru,0
,Persoană fizică,,Individuală,,,8.0,Secundar,1.0,,,,3,9.0,,,,50,,90900,Chișinău_Ciocana,0
,Agenție,3,Individuală,,,7.0,Secundar,1.0,,,,4,9.0,Reparație cosmetică,,,70,,102000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,,,3,3.0,,,,50,,66900,Chișinău_Râșcani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,0.0,,,2,10.0,,0 m²,0 m²,40,,93000,Chișinău_Durlești,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,11.0,,,,60,,152000,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,,2.0,Secundar,2.0,0.0,,,3,5.0,Euroreparație,,,50,,99900,Chișinău_Buiucani,0
,Agenție,,Individuală,,Lagmar Impex,2.0,Construcţii noi,1.0,,,,3,14.0,,,,68,,76440,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,1.0,,,,3,5.0,Euroreparație,,,57,,224900,Chișinău_Centru,0
,Agenție,1,Individuală,,Basconslux,8.0,Construcţii noi,1.0,,,Deschis,3,11.0,Euroreparație,,,74,Combinat,179000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,,,,85,,175001,Chișinău_Sculeni,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,,,2,6.0,Euroreparație,,,40,,67000,Chișinău_Poșta Veche,0
,Agenție,2,Individuală,,Lagmar Impex,9.0,Secundar,2.0,,,Deschis,4,10.0,Construcție nefinisată,,,83,Combinat,93600,Chișinău_Poșta Veche,0
